timestamp,forecast_target_timestamp,forecast_precipitation_mm,forecast_et0_mm,forecast_temperature_c,forecast_protocol
2021-01-02 07:00:00,2021-01-02 08:00:00,0.40766569492257915,0.09538290457160663,24.97444923502615,SF-20_h1_controlled_proxy
2021-01-02 08:00:00,2021-01-02 09:00:00,0.2587255662712697,0.15875404511921393,24.890178692870467,SF-20_h1_controlled_proxy
2021-01-02 09:00:00,2021-01-02 10:00:00,0.11364838076839844,0.23969761727416755,25.157989256496982,SF-20_h1_controlled_proxy
2021-01-02 10:00:00,2021-01-02 11:00:00,0.0,0.2622919637890664,25.319205462031096,SF-20_h1_controlled_proxy
2021-01-02 11:00:00,2021-01-02 12:00:00,0.2284705509319952,0.33776967628740323,25.682721603840044,SF-20_h1_controlled_proxy
2021-01-02 12:00:00,2021-01-02 13:00:00,0.065344293383351,0.20088625088227685,25.31363116384186,SF-20_h1_controlled_proxy
2021-01-02 13:00:00,2021-01-02 14:00:00,0.3357634680595019,0.21175853110307352,25.45951143233866,SF-20_h1_controlled_proxy
2021-01-02 14:00:00,2021-01-02 15:00:00,0.2880914772358386,0.20598772364345044,24.69710746258115,SF-20_h1_controlled_proxy
2021-01-02 15:00:00,2021-01-02 16:00:00,0.08159557639992235,0.13216682803344426,25.0675500883453,SF-20_h1_controlled_proxy
2021-01-02 16:00:00,2021-01-02 17:00:00,0.10618878941678654,0.10368022015010865,25.758477232322022,SF-20_h1_controlled_proxy
2021-01-02 17:00:00,2021-01-02 18:00:00,0.0,0.06794552223771023,25.72930775144323,SF-20_h1_controlled_proxy
2021-01-02 18:00:00,2021-01-02 19:00:00,0.23157154756944057,0.06745248511283473,25.10875699091683,SF-20_h1_controlled_proxy
2021-01-02 19:00:00,2021-01-02 20:00:00,0.07874781168567474,0.06163957819568943,25.221678412888107,SF-20_h1_controlled_proxy
2021-01-02 20:00:00,2021-01-02 21:00:00,0.08887144261321506,0.0407805463982495,24.83463650639146,SF-20_h1_controlled_proxy
2021-01-02 21:00:00,2021-01-02 22:00:00,0.07080067525470052,0.059277949328944174,24.85175187902436,SF-20_h1_controlled_proxy
2021-01-02 22:00:00,2021-01-02 23:00:00,0.08160676326069122,0.06651301850850225,24.88192386716064,SF-20_h1_controlled_proxy
2021-01-02 23:00:00,2021-01-03 00:00:00,0.0,0.04247335925275465,25.41858449980223,SF-20_h1_controlled_proxy
2021-01-03 00:00:00,2021-01-03 01:00:00,0.7585567917212432,0.04499488581665743,24.87987454803823,SF-20_h1_controlled_proxy
2021-01-03 01:00:00,2021-01-03 02:00:00,0.0,0.0667638354114907,25.300580036610597,SF-20_h1_controlled_proxy
2021-01-03 02:00:00,2021-01-03 03:00:00,0.11007788493670737,0.06986315409660958,25.08531250846925,SF-20_h1_controlled_proxy
2021-01-03 03:00:00,2021-01-03 04:00:00,0.10914495376905378,0.07070258478082775,25.07453508406988,SF-20_h1_controlled_proxy
2021-01-03 04:00:00,2021-01-03 05:00:00,0.11657652838546458,0.0663526464938798,25.13109329197965,SF-20_h1_controlled_proxy
2021-01-03 05:00:00,2021-01-03 06:00:00,0.0,0.058660801255343176,25.144846933082544,SF-20_h1_controlled_proxy
2021-01-03 06:00:00,2021-01-03 07:00:00,0.12119469063101906,0.08060719388665459,25.23230933300801,SF-20_h1_controlled_proxy
2021-01-03 07:00:00,2021-01-03 08:00:00,0.20625063528947388,0.14413256063516802,25.917959534353898,SF-20_h1_controlled_proxy
2021-01-03 08:00:00,2021-01-03 09:00:00,0.13012222167943896,0.17338994781731137,25.640829638101636,SF-20_h1_controlled_proxy
2021-01-03 09:00:00,2021-01-03 10:00:00,0.09876013047948987,0.18092328336216504,25.928482439162547,SF-20_h1_controlled_proxy
2021-01-03 10:00:00,2021-01-03 11:00:00,0.07787461380295324,0.32131749621481714,25.48532635570498,SF-20_h1_controlled_proxy
2021-01-03 11:00:00,2021-01-03 12:00:00,0.0724168465078536,0.19660329608651864,25.171166029727978,SF-20_h1_controlled_proxy
2021-01-03 12:00:00,2021-01-03 13:00:00,0.11565923870768474,0.37270147307566265,25.49827331960611,SF-20_h1_controlled_proxy
2021-01-03 13:00:00,2021-01-03 14:00:00,0.09276348906089178,0.27000387650697055,25.71288379975421,SF-20_h1_controlled_proxy
2021-01-03 14:00:00,2021-01-03 15:00:00,0.10636728431580689,0.23473270496564927,25.39121547595292,SF-20_h1_controlled_proxy
2021-01-03 15:00:00,2021-01-03 16:00:00,0.0,0.168501229149162,25.31894767744225,SF-20_h1_controlled_proxy
2021-01-03 16:00:00,2021-01-03 17:00:00,0.0,0.12148140318924378,25.525586764088292,SF-20_h1_controlled_proxy
2021-01-03 17:00:00,2021-01-03 18:00:00,0.0,0.09359831597667267,25.611613214593866,SF-20_h1_controlled_proxy
2021-01-03 18:00:00,2021-01-03 19:00:00,0.0,0.0633460330086725,26.093007375427057,SF-20_h1_controlled_proxy
2021-01-03 19:00:00,2021-01-03 20:00:00,0.0,0.05448814647505073,25.505917524631617,SF-20_h1_controlled_proxy
2021-01-03 20:00:00,2021-01-03 21:00:00,0.0,0.05579910001460429,25.798517600927273,SF-20_h1_controlled_proxy
2021-01-03 21:00:00,2021-01-03 22:00:00,0.0,0.0555534317707325,25.97508625299785,SF-20_h1_controlled_proxy
2021-01-03 22:00:00,2021-01-03 23:00:00,0.10120895401631043,0.05236641672008146,25.41257319131185,SF-20_h1_controlled_proxy
2021-01-03 23:00:00,2021-01-04 00:00:00,0.10255871376294873,0.050936137897009286,25.724897117747673,SF-20_h1_controlled_proxy
2021-01-04 00:00:00,2021-01-04 01:00:00,0.11289727592749439,0.045072827622660426,25.763632101042692,SF-20_h1_controlled_proxy
2021-01-04 01:00:00,2021-01-04 02:00:00,0.1041509217010795,0.03154950765358319,25.380113684998292,SF-20_h1_controlled_proxy
2021-01-04 02:00:00,2021-01-04 03:00:00,0.09937689154949564,0.028719491507880033,25.420949559672046,SF-20_h1_controlled_proxy
2021-01-04 03:00:00,2021-01-04 04:00:00,0.2374574970476918,0.02986198772414512,25.352224177887937,SF-20_h1_controlled_proxy
2021-01-04 04:00:00,2021-01-04 05:00:00,0.11373562947986489,0.044517113072975026,25.909670856789806,SF-20_h1_controlled_proxy
2021-01-04 05:00:00,2021-01-04 06:00:00,0.39839225993043564,0.06194114471258434,25.21805737157233,SF-20_h1_controlled_proxy
2021-01-04 06:00:00,2021-01-04 07:00:00,0.24196325080200612,0.07123181780898481,25.652907478206902,SF-20_h1_controlled_proxy
2021-01-04 07:00:00,2021-01-04 08:00:00,0.12146475036108846,0.11945339499994939,25.94788458375728,SF-20_h1_controlled_proxy
2021-01-04 08:00:00,2021-01-04 09:00:00,0.0803945446775407,0.1823608468531346,25.835315034163937,SF-20_h1_controlled_proxy
2021-01-04 09:00:00,2021-01-04 10:00:00,0.0,0.2688628662953987,25.567686743736136,SF-20_h1_controlled_proxy
2021-01-04 10:00:00,2021-01-04 11:00:00,0.10445305651405233,0.403246132187677,25.22030798065322,SF-20_h1_controlled_proxy
2021-01-04 11:00:00,2021-01-04 12:00:00,0.14082050391042963,0.31940439314349994,25.920499036324042,SF-20_h1_controlled_proxy
2021-01-04 12:00:00,2021-01-04 13:00:00,0.08801398963298326,0.23843006125489907,25.90966293845844,SF-20_h1_controlled_proxy
2021-01-04 13:00:00,2021-01-04 14:00:00,0.0,0.1944649975796607,25.887852354342275,SF-20_h1_controlled_proxy
2021-01-04 14:00:00,2021-01-04 15:00:00,0.06128142375854895,0.1940276367273585,25.36586479913663,SF-20_h1_controlled_proxy
2021-01-04 15:00:00,2021-01-04 16:00:00,0.11606848827518411,0.15466189908299846,25.543399388367664,SF-20_h1_controlled_proxy
2021-01-04 16:00:00,2021-01-04 17:00:00,0.09865390044463294,0.05765789431110744,25.79288130148106,SF-20_h1_controlled_proxy
2021-01-04 17:00:00,2021-01-04 18:00:00,0.0,0.05259594382225496,26.542209263178002,SF-20_h1_controlled_proxy
2021-01-04 18:00:00,2021-01-04 19:00:00,0.0,0.0452234119229656,25.539430157810788,SF-20_h1_controlled_proxy
2021-01-04 19:00:00,2021-01-04 20:00:00,0.08835155517100113,0.04133648403671094,26.183023201565014,SF-20_h1_controlled_proxy
2021-01-04 20:00:00,2021-01-04 21:00:00,0.18061341715432633,0.04400640199568957,25.503319526985056,SF-20_h1_controlled_proxy
2021-01-04 21:00:00,2021-01-04 22:00:00,0.08212592822074155,0.01615101661625662,25.41527692309144,SF-20_h1_controlled_proxy
2021-01-04 22:00:00,2021-01-04 23:00:00,0.07919063404921052,0.035585728488753285,25.63223427535595,SF-20_h1_controlled_proxy
2021-01-04 23:00:00,2021-01-05 00:00:00,0.5454158205518632,0.020483676814256987,25.52092832680327,SF-20_h1_controlled_proxy
2021-01-05 00:00:00,2021-01-05 01:00:00,0.6780355021035727,0.03716865317579403,24.947000849022697,SF-20_h1_controlled_proxy
2021-01-05 01:00:00,2021-01-05 02:00:00,0.5031456710602135,0.026061045460602537,25.36698335026261,SF-20_h1_controlled_proxy
2021-01-05 02:00:00,2021-01-05 03:00:00,1.3265923017987453,0.02412474532782106,24.789584437309887,SF-20_h1_controlled_proxy
2021-01-05 03:00:00,2021-01-05 04:00:00,4.424171432565541,0.024993488316767537,24.377822843032256,SF-20_h1_controlled_proxy
2021-01-05 04:00:00,2021-01-05 05:00:00,2.9009435587526275,0.016115545411718495,24.475784589539405,SF-20_h1_controlled_proxy
2021-01-05 05:00:00,2021-01-05 06:00:00,0.19935746943674462,0.028861205926993126,24.315600729776765,SF-20_h1_controlled_proxy
2021-01-05 06:00:00,2021-01-05 07:00:00,0.10263751368210777,0.10289589658659605,25.28912173950561,SF-20_h1_controlled_proxy
2021-01-05 07:00:00,2021-01-05 08:00:00,0.0,0.12095600575199215,25.38036406575481,SF-20_h1_controlled_proxy
2021-01-05 08:00:00,2021-01-05 09:00:00,0.0,0.19327183000715073,25.73620806959099,SF-20_h1_controlled_proxy
2021-01-05 09:00:00,2021-01-05 10:00:00,0.0,0.23146167669065257,25.712233059788137,SF-20_h1_controlled_proxy
2021-01-05 10:00:00,2021-01-05 11:00:00,0.0,0.31881118458040136,25.825713785650542,SF-20_h1_controlled_proxy
2021-01-05 11:00:00,2021-01-05 12:00:00,0.0,0.5290317050277025,25.64713615018444,SF-20_h1_controlled_proxy
2021-01-05 12:00:00,2021-01-05 13:00:00,0.0,0.2785594095289375,25.591142255163216,SF-20_h1_controlled_proxy
2021-01-05 13:00:00,2021-01-05 14:00:00,0.0,0.20134360721305214,25.709261658613293,SF-20_h1_controlled_proxy
2021-01-05 14:00:00,2021-01-05 15:00:00,0.0,0.22759831740580078,25.68882331684985,SF-20_h1_controlled_proxy
2021-01-05 15:00:00,2021-01-05 16:00:00,0.0,0.2982778303623477,25.890277569423848,SF-20_h1_controlled_proxy
2021-01-05 16:00:00,2021-01-05 17:00:00,0.0,0.12081624297530984,25.825201222685234,SF-20_h1_controlled_proxy
2021-01-05 17:00:00,2021-01-05 18:00:00,0.0,0.06653740556240881,25.92781363678248,SF-20_h1_controlled_proxy
2021-01-05 18:00:00,2021-01-05 19:00:00,0.0,0.016161999670214765,25.936225349927476,SF-20_h1_controlled_proxy
2021-01-05 19:00:00,2021-01-05 20:00:00,0.0,0.05068448882025117,25.84874112194282,SF-20_h1_controlled_proxy
2021-01-05 20:00:00,2021-01-05 21:00:00,0.0,0.03472496517009514,25.93651580005787,SF-20_h1_controlled_proxy
2021-01-05 21:00:00,2021-01-05 22:00:00,0.0,0.026317105332350935,25.373950436132347,SF-20_h1_controlled_proxy
2021-01-05 22:00:00,2021-01-05 23:00:00,0.0,0.0419005785246614,25.297616830600276,SF-20_h1_controlled_proxy
2021-01-05 23:00:00,2021-01-06 00:00:00,0.0,0.04676791951755633,25.51715747836134,SF-20_h1_controlled_proxy
2021-01-06 00:00:00,2021-01-06 01:00:00,0.0,0.04464947284115169,25.319076938551632,SF-20_h1_controlled_proxy
2021-01-06 01:00:00,2021-01-06 02:00:00,0.0,0.037149378902299954,25.18495698662455,SF-20_h1_controlled_proxy
2021-01-06 02:00:00,2021-01-06 03:00:00,0.08382006575488636,0.04299335951992823,24.817304399172897,SF-20_h1_controlled_proxy
2021-01-06 03:00:00,2021-01-06 04:00:00,0.2597612990174883,0.04008067299906912,24.999544656766304,SF-20_h1_controlled_proxy
2021-01-06 04:00:00,2021-01-06 05:00:00,0.11747033112061674,0.061507069883812916,25.69945199148803,SF-20_h1_controlled_proxy
2021-01-06 05:00:00,2021-01-06 06:00:00,0.0,0.033527935698692106,25.21442978389837,SF-20_h1_controlled_proxy
2021-01-06 06:00:00,2021-01-06 07:00:00,0.13179670632156457,0.08048996161744212,25.381161344583855,SF-20_h1_controlled_proxy
2021-01-06 07:00:00,2021-01-06 08:00:00,0.23917870181976914,0.1574806959643752,25.517602783008584,SF-20_h1_controlled_proxy
2021-01-06 08:00:00,2021-01-06 09:00:00,0.09575439536574384,0.23216063174739646,25.835645174203638,SF-20_h1_controlled_proxy
2021-01-06 09:00:00,2021-01-06 10:00:00,0.2674741490665288,0.2653958353121778,26.40765133154039,SF-20_h1_controlled_proxy
2021-01-06 10:00:00,2021-01-06 11:00:00,0.25123894091295274,0.4208699137672962,26.02111302959749,SF-20_h1_controlled_proxy
2021-01-06 11:00:00,2021-01-06 12:00:00,0.25151038756987515,0.2760172554192182,25.905382029156897,SF-20_h1_controlled_proxy
2021-01-06 12:00:00,2021-01-06 13:00:00,0.5006093494189445,0.39559106919396175,24.89209912627368,SF-20_h1_controlled_proxy
2021-01-06 13:00:00,2021-01-06 14:00:00,0.47490847919480605,0.26084140254151694,24.850036197106757,SF-20_h1_controlled_proxy
2021-01-06 14:00:00,2021-01-06 15:00:00,0.7897224911283475,0.19656624425302144,25.26117951948225,SF-20_h1_controlled_proxy
2021-01-06 15:00:00,2021-01-06 16:00:00,0.36127575128396333,0.10558259085553381,25.955394599683054,SF-20_h1_controlled_proxy
2021-01-06 16:00:00,2021-01-06 17:00:00,0.17243451137581006,0.10974797588636542,25.717070244529744,SF-20_h1_controlled_proxy
2021-01-06 17:00:00,2021-01-06 18:00:00,0.08168149659508604,0.07249732460244113,25.90186847688589,SF-20_h1_controlled_proxy
2021-01-06 18:00:00,2021-01-06 19:00:00,0.06015661383917277,0.06989871580173705,26.180883770448155,SF-20_h1_controlled_proxy
2021-01-06 19:00:00,2021-01-06 20:00:00,0.09695731898595317,0.04813010688397278,25.32282391051828,SF-20_h1_controlled_proxy
2021-01-06 20:00:00,2021-01-06 21:00:00,0.0,0.046362281458532884,25.627273562500008,SF-20_h1_controlled_proxy
2021-01-06 21:00:00,2021-01-06 22:00:00,0.1015894050986641,0.04780191989563619,25.370623204334926,SF-20_h1_controlled_proxy
2021-01-06 22:00:00,2021-01-06 23:00:00,0.12023138093225189,0.050084018165421,25.538759931626693,SF-20_h1_controlled_proxy
2021-01-06 23:00:00,2021-01-07 00:00:00,0.12343611464414339,0.02476617276250123,25.39554131819102,SF-20_h1_controlled_proxy
2021-01-07 00:00:00,2021-01-07 01:00:00,0.13506888107504467,0.02917442212495156,25.02933952896248,SF-20_h1_controlled_proxy
2021-01-07 01:00:00,2021-01-07 02:00:00,0.12115687291751326,0.07260869186602284,25.388644520088864,SF-20_h1_controlled_proxy
2021-01-07 02:00:00,2021-01-07 03:00:00,0.11095292612857036,0.044336689239770376,25.556053721944192,SF-20_h1_controlled_proxy
2021-01-07 03:00:00,2021-01-07 04:00:00,0.0,0.03263636394034133,25.536384797558238,SF-20_h1_controlled_proxy
2021-01-07 04:00:00,2021-01-07 05:00:00,0.09906699337223365,0.03522255375557,25.268496854831085,SF-20_h1_controlled_proxy
2021-01-07 05:00:00,2021-01-07 06:00:00,0.0,0.06183811008254382,25.494384952003184,SF-20_h1_controlled_proxy
2021-01-07 06:00:00,2021-01-07 07:00:00,0.0,0.06460522276430747,25.420074571034753,SF-20_h1_controlled_proxy
2021-01-07 07:00:00,2021-01-07 08:00:00,0.0,0.18928947463636422,25.00487420330127,SF-20_h1_controlled_proxy
2021-01-07 08:00:00,2021-01-07 09:00:00,0.0,0.24142865643796965,25.928995426650246,SF-20_h1_controlled_proxy
2021-01-07 09:00:00,2021-01-07 10:00:00,0.0,0.3089953730167376,25.408926706945383,SF-20_h1_controlled_proxy
2021-01-07 10:00:00,2021-01-07 11:00:00,0.0,0.267893997892083,25.748220501975005,SF-20_h1_controlled_proxy
2021-01-07 11:00:00,2021-01-07 12:00:00,0.0,0.16365507211807453,25.31274989512644,SF-20_h1_controlled_proxy
2021-01-07 12:00:00,2021-01-07 13:00:00,0.0,0.3120881451708718,25.754775961824333,SF-20_h1_controlled_proxy
2021-01-07 13:00:00,2021-01-07 14:00:00,0.0,0.3384804666759716,25.79473631199309,SF-20_h1_controlled_proxy
2021-01-07 14:00:00,2021-01-07 15:00:00,0.0,0.33684483091204487,25.618994832720066,SF-20_h1_controlled_proxy
2021-01-07 15:00:00,2021-01-07 16:00:00,0.0,0.23186344014675733,25.56450788829414,SF-20_h1_controlled_proxy
2021-01-07 16:00:00,2021-01-07 17:00:00,0.0,0.1887517147749296,25.631603846611085,SF-20_h1_controlled_proxy
2021-01-07 17:00:00,2021-01-07 18:00:00,0.0,0.053319263688519594,25.653678444092613,SF-20_h1_controlled_proxy
2021-01-07 18:00:00,2021-01-07 19:00:00,0.0,0.03795445541713138,26.049903557686143,SF-20_h1_controlled_proxy
2021-01-07 19:00:00,2021-01-07 20:00:00,0.0,0.0448227075519696,25.747405498933592,SF-20_h1_controlled_proxy
2021-01-07 20:00:00,2021-01-07 21:00:00,0.0,0.028557287717793933,25.454188662523748,SF-20_h1_controlled_proxy
2021-01-07 21:00:00,2021-01-07 22:00:00,0.0,0.04123141211825398,25.339706361179033,SF-20_h1_controlled_proxy
2021-01-07 22:00:00,2021-01-07 23:00:00,0.0,0.034315692395947055,25.936887243769576,SF-20_h1_controlled_proxy
2021-01-07 23:00:00,2021-01-08 00:00:00,0.0,0.05558216028406814,25.210183978670116,SF-20_h1_controlled_proxy
2021-01-08 00:00:00,2021-01-08 01:00:00,0.0,0.07545375609409603,25.55566115341182,SF-20_h1_controlled_proxy
2021-01-08 01:00:00,2021-01-08 02:00:00,0.0,0.032814806733675476,25.048079511473595,SF-20_h1_controlled_proxy
2021-01-08 02:00:00,2021-01-08 03:00:00,0.10537783924412168,0.0667579122866558,25.454088468877217,SF-20_h1_controlled_proxy
2021-01-08 03:00:00,2021-01-08 04:00:00,0.08872105855024662,0.0639392834460576,24.784899281551326,SF-20_h1_controlled_proxy
2021-01-08 04:00:00,2021-01-08 05:00:00,0.092742711707093,0.060359182138912025,25.793680638072345,SF-20_h1_controlled_proxy
2021-01-08 05:00:00,2021-01-08 06:00:00,0.2078939928731404,0.05135093644475173,25.8284303950758,SF-20_h1_controlled_proxy
2021-01-08 06:00:00,2021-01-08 07:00:00,0.1286853679615831,0.09033663594213859,25.687870288237526,SF-20_h1_controlled_proxy
2021-01-08 07:00:00,2021-01-08 08:00:00,0.0,0.15708236910686368,25.807744713363395,SF-20_h1_controlled_proxy
2021-01-08 08:00:00,2021-01-08 09:00:00,0.12074813752499552,0.20164328340140775,25.53343879448173,SF-20_h1_controlled_proxy
2021-01-08 09:00:00,2021-01-08 10:00:00,0.09209175534644425,0.1582757280434396,25.122853658843628,SF-20_h1_controlled_proxy
2021-01-08 10:00:00,2021-01-08 11:00:00,0.0,0.20160854909984868,25.416155317674345,SF-20_h1_controlled_proxy
2021-01-08 11:00:00,2021-01-08 12:00:00,0.0,0.2753518842360634,25.72407918642969,SF-20_h1_controlled_proxy
2021-01-08 12:00:00,2021-01-08 13:00:00,0.0,0.26272298446259934,25.09071234903843,SF-20_h1_controlled_proxy
2021-01-08 13:00:00,2021-01-08 14:00:00,0.0,0.23427602597735198,25.740366030451522,SF-20_h1_controlled_proxy
2021-01-08 14:00:00,2021-01-08 15:00:00,0.0,0.17926903523111887,25.428190729221516,SF-20_h1_controlled_proxy
2021-01-08 15:00:00,2021-01-08 16:00:00,0.0,0.20343431479987364,25.78793216608292,SF-20_h1_controlled_proxy
2021-01-08 16:00:00,2021-01-08 17:00:00,0.0,0.10666792961997529,25.655761718724012,SF-20_h1_controlled_proxy
2021-01-08 17:00:00,2021-01-08 18:00:00,0.0,0.10323876093554456,25.522774416200615,SF-20_h1_controlled_proxy
2021-01-08 18:00:00,2021-01-08 19:00:00,0.0,0.08892285027374344,25.418539475688966,SF-20_h1_controlled_proxy
2021-01-08 19:00:00,2021-01-08 20:00:00,0.0,0.07222177505257427,25.418110984798403,SF-20_h1_controlled_proxy
2021-01-08 20:00:00,2021-01-08 21:00:00,0.0,0.08342810484491549,25.964771906302754,SF-20_h1_controlled_proxy
2021-01-08 21:00:00,2021-01-08 22:00:00,0.0,0.06660391488142477,25.191185227559643,SF-20_h1_controlled_proxy
2021-01-08 22:00:00,2021-01-08 23:00:00,0.0,0.05228638108787584,25.64406564391965,SF-20_h1_controlled_proxy
2021-01-08 23:00:00,2021-01-09 00:00:00,0.10365368692522942,0.06323959210630903,25.854322635857603,SF-20_h1_controlled_proxy
2021-01-09 00:00:00,2021-01-09 01:00:00,0.19637439419316588,0.06686912947801807,24.60517820084565,SF-20_h1_controlled_proxy
2021-01-09 01:00:00,2021-01-09 02:00:00,0.19536332172236467,0.059708762944019146,25.228797986062787,SF-20_h1_controlled_proxy
2021-01-09 02:00:00,2021-01-09 03:00:00,0.0938597734686634,0.060874412752940484,25.26976446687943,SF-20_h1_controlled_proxy
2021-01-09 03:00:00,2021-01-09 04:00:00,0.09871998552469563,0.08689796170051445,24.927659402076145,SF-20_h1_controlled_proxy
2021-01-09 04:00:00,2021-01-09 05:00:00,0.10770797613880956,0.03965348737450483,25.12829080629975,SF-20_h1_controlled_proxy
2021-01-09 05:00:00,2021-01-09 06:00:00,0.09493810023672876,0.05514914952722009,24.973820652412343,SF-20_h1_controlled_proxy
2021-01-09 06:00:00,2021-01-09 07:00:00,0.10402137627136637,0.09402324136914111,25.44867867322424,SF-20_h1_controlled_proxy
2021-01-09 07:00:00,2021-01-09 08:00:00,0.0,0.1556563587043555,24.994429908399745,SF-20_h1_controlled_proxy
2021-01-09 08:00:00,2021-01-09 09:00:00,0.0,0.22273752139423633,25.706210051204437,SF-20_h1_controlled_proxy
2021-01-09 09:00:00,2021-01-09 10:00:00,0.0,0.18563243449321276,25.30020033809367,SF-20_h1_controlled_proxy
2021-01-09 10:00:00,2021-01-09 11:00:00,0.0,0.30768414807550093,25.749388415947855,SF-20_h1_controlled_proxy
2021-01-09 11:00:00,2021-01-09 12:00:00,0.10100392448835144,0.2675351055454739,24.939506059778378,SF-20_h1_controlled_proxy
2021-01-09 12:00:00,2021-01-09 13:00:00,0.0,0.31438619033054316,25.16132325907202,SF-20_h1_controlled_proxy
2021-01-09 13:00:00,2021-01-09 14:00:00,0.0,0.31636325534293624,25.64679836467523,SF-20_h1_controlled_proxy
2021-01-09 14:00:00,2021-01-09 15:00:00,0.0,0.33779306278693605,25.345856168264646,SF-20_h1_controlled_proxy
2021-01-09 15:00:00,2021-01-09 16:00:00,0.0,0.12372418714578186,25.69601420752165,SF-20_h1_controlled_proxy
2021-01-09 16:00:00,2021-01-09 17:00:00,0.0,0.13899469603739392,25.76008421270801,SF-20_h1_controlled_proxy
2021-01-09 17:00:00,2021-01-09 18:00:00,0.0,0.12284721332697192,25.28734375248628,SF-20_h1_controlled_proxy
2021-01-09 18:00:00,2021-01-09 19:00:00,0.0,0.11905836125748787,25.239452277291313,SF-20_h1_controlled_proxy
